	042	11128	11368	2009EL-2050	55989	78-Pyelo	APECO1	BEN2908	CFT073	E2348_69	E24377A	H10407	IHE3034	IMT5155	K12	LF82	NRG857c	O157H7_EDL933	O157H7_Sakai	RS218	SCU-397	UTI89	chi7122
OG0008506												fig|6666666.1469310.peg.4895											
OG0008507												fig|6666666.1469310.peg.4942											
OG0008508												fig|6666666.1469310.peg.4943											
OG0008509												fig|6666666.1469310.peg.4950											
OG0008510												fig|6666666.1469310.peg.4966											
OG0008511												fig|6666666.1469310.peg.4999											
OG0008512												fig|6666666.1469310.peg.5009											
OG0008513												fig|6666666.1469310.peg.5036											
OG0008514													fig|6666666.713160.peg.535										
OG0008515													fig|6666666.713160.peg.874										
OG0008516													fig|6666666.713160.peg.887										
OG0008517													fig|6666666.713160.peg.1697										
OG0008518													fig|6666666.713160.peg.1799										
OG0008519													fig|6666666.713160.peg.2129										
OG0008520													fig|6666666.713160.peg.2142										
OG0008521													fig|6666666.713160.peg.2419										
OG0008522													fig|6666666.713160.peg.2572										
OG0008523													fig|6666666.713160.peg.2573										
OG0008524													fig|6666666.713160.peg.2579										
OG0008525													fig|6666666.713160.peg.2615										
OG0008526													fig|6666666.713160.peg.2617										
OG0008527													fig|6666666.713160.peg.2618										
OG0008528													fig|6666666.713160.peg.2823										
OG0008529													fig|6666666.713160.peg.2826										
OG0008530													fig|6666666.713160.peg.2827										
OG0008531													fig|6666666.713160.peg.2828										
OG0008532													fig|6666666.713160.peg.4212										
OG0008533													fig|6666666.713160.peg.4407										
OG0008534													fig|6666666.713160.peg.4439										
OG0008535													fig|6666666.713160.peg.4619										
OG0008536													fig|6666666.713160.peg.4669										
OG0008537													fig|6666666.713160.peg.4777										
OG0008538													fig|6666666.713160.peg.4779										
OG0008539													fig|6666666.713160.peg.4780										
OG0008540													fig|6666666.713160.peg.4825										
OG0008541													fig|6666666.713160.peg.4828										
OG0008542													fig|6666666.713160.peg.4877										
OG0008543													fig|6666666.713160.peg.4900										
OG0008544													fig|6666666.713160.peg.4901										
OG0008545														fig|6666666.265702.peg.12									
OG0008546														fig|6666666.265702.peg.23									
OG0008547														fig|6666666.265702.peg.32									
OG0008548														fig|6666666.265702.peg.133									
OG0008549														fig|6666666.265702.peg.323									
OG0008550														fig|6666666.265702.peg.414									
OG0008551														fig|6666666.265702.peg.473									
OG0008552														fig|6666666.265702.peg.507									
OG0008553														fig|6666666.265702.peg.531									
OG0008554														fig|6666666.265702.peg.541									
OG0008555														fig|6666666.265702.peg.811									
OG0008556														fig|6666666.265702.peg.813									
OG0008557														fig|6666666.265702.peg.817									
OG0008558														fig|6666666.265702.peg.820									
OG0008559														fig|6666666.265702.peg.831									
OG0008560														fig|6666666.265702.peg.977									
OG0008561														fig|6666666.265702.peg.1025									
OG0008562														fig|6666666.265702.peg.1039									
OG0008563														fig|6666666.265702.peg.1117									
OG0008564														fig|6666666.265702.peg.1181									
OG0008565														fig|6666666.265702.peg.1195									
OG0008566														fig|6666666.265702.peg.1621									
OG0008567														fig|6666666.265702.peg.1781									
OG0008568														fig|6666666.265702.peg.1947									
OG0008569														fig|6666666.265702.peg.2042									
OG0008570														fig|6666666.265702.peg.2083									
OG0008571														fig|6666666.265702.peg.2128									
OG0008572														fig|6666666.265702.peg.2355									
OG0008573														fig|6666666.265702.peg.2430									
OG0008574														fig|6666666.265702.peg.2502									
OG0008575														fig|6666666.265702.peg.2509									
OG0008576														fig|6666666.265702.peg.2592									
OG0008577														fig|6666666.265702.peg.2633									
OG0008578														fig|6666666.265702.peg.2704									
OG0008579														fig|6666666.265702.peg.2715									
OG0008580														fig|6666666.265702.peg.2820									
OG0008581														fig|6666666.265702.peg.2848									
OG0008582														fig|6666666.265702.peg.2904									
OG0008583														fig|6666666.265702.peg.2910									
OG0008584														fig|6666666.265702.peg.2966									
OG0008585														fig|6666666.265702.peg.3109									
OG0008586														fig|6666666.265702.peg.3121									
OG0008587														fig|6666666.265702.peg.3127									
OG0008588														fig|6666666.265702.peg.3128									
OG0008589														fig|6666666.265702.peg.3281									
OG0008590														fig|6666666.265702.peg.3332									
OG0008591														fig|6666666.265702.peg.3448									
OG0008592														fig|6666666.265702.peg.3471									
OG0008593														fig|6666666.265702.peg.3495									
OG0008594														fig|6666666.265702.peg.3666									
OG0008595														fig|6666666.265702.peg.3667									
OG0008596														fig|6666666.265702.peg.3682									
OG0008597														fig|6666666.265702.peg.3729									
OG0008598														fig|6666666.265702.peg.3944									
OG0008599														fig|6666666.265702.peg.4009									
OG0008600														fig|6666666.265702.peg.4091									
OG0008601														fig|6666666.265702.peg.4227									
OG0008602														fig|6666666.265702.peg.4321									
OG0008603														fig|6666666.265702.peg.4326									
OG0008604														fig|6666666.265702.peg.4329									
OG0008605														fig|6666666.265702.peg.4343									
OG0008606														fig|6666666.265702.peg.4345									
OG0008607														fig|6666666.265702.peg.4457									
OG0008608														fig|6666666.265702.peg.4460									
OG0008609														fig|6666666.265702.peg.4461									
OG0008610														fig|6666666.265702.peg.4474									
OG0008611														fig|6666666.265702.peg.4480									
OG0008612														fig|6666666.265702.peg.4520									
OG0008613														fig|6666666.265702.peg.4547									
OG0008614														fig|6666666.265702.peg.4697									
OG0008615														fig|6666666.265702.peg.4754									
OG0008616														fig|6666666.265702.peg.4865									
OG0008617														fig|6666666.265702.peg.4866									
OG0008618														fig|6666666.265702.peg.4875									
OG0008619														fig|6666666.265702.peg.4876									
OG0008620														fig|6666666.265702.peg.4879									
OG0008621														fig|6666666.265702.peg.4880									
OG0008622															fig|6666666.555769.peg.16								
OG0008623															fig|6666666.555769.peg.244								
OG0008624															fig|6666666.555769.peg.245								
OG0008625															fig|6666666.555769.peg.246								
OG0008626															fig|6666666.555769.peg.253								
OG0008627															fig|6666666.555769.peg.254								
OG0008628															fig|6666666.555769.peg.260								
OG0008629															fig|6666666.555769.peg.261								
OG0008630															fig|6666666.555769.peg.262								
OG0008631															fig|6666666.555769.peg.268								
OG0008632															fig|6666666.555769.peg.272								
OG0008633															fig|6666666.555769.peg.273								
OG0008634															fig|6666666.555769.peg.279								
OG0008635															fig|6666666.555769.peg.281								
OG0008636															fig|6666666.555769.peg.283								
OG0008637															fig|6666666.555769.peg.284								
OG0008638															fig|6666666.555769.peg.285								
OG0008639															fig|6666666.555769.peg.481								
OG0008640															fig|6666666.555769.peg.508								
OG0008641															fig|6666666.555769.peg.561								
OG0008642															fig|6666666.555769.peg.575								
OG0008643															fig|6666666.555769.peg.595								
OG0008644															fig|6666666.555769.peg.602								
OG0008645															fig|6666666.555769.peg.642								
OG0008646															fig|6666666.555769.peg.702								
OG0008647															fig|6666666.555769.peg.705								
OG0008648															fig|6666666.555769.peg.714								
OG0008649															fig|6666666.555769.peg.1033								
OG0008650															fig|6666666.555769.peg.1156								
OG0008651															fig|6666666.555769.peg.1158								
OG0008652															fig|6666666.555769.peg.1161								
OG0008653															fig|6666666.555769.peg.1348								
OG0008654															fig|6666666.555769.peg.1443								
OG0008655															fig|6666666.555769.peg.1454								
OG0008656															fig|6666666.555769.peg.1456								
OG0008657															fig|6666666.555769.peg.1602								
OG0008658															fig|6666666.555769.peg.1613								
OG0008659															fig|6666666.555769.peg.1905								
OG0008660															fig|6666666.555769.peg.1994								
OG0008661															fig|6666666.555769.peg.2023								
OG0008662															fig|6666666.555769.peg.2024								
OG0008663															fig|6666666.555769.peg.2036								
OG0008664															fig|6666666.555769.peg.2089								
OG0008665															fig|6666666.555769.peg.2090								
OG0008666															fig|6666666.555769.peg.2091								
OG0008667															fig|6666666.555769.peg.2092								
OG0008668															fig|6666666.555769.peg.2094								
OG0008669															fig|6666666.555769.peg.2132								
OG0008670															fig|6666666.555769.peg.2149								
OG0008671															fig|6666666.555769.peg.2203								
OG0008672															fig|6666666.555769.peg.2223								
OG0008673															fig|6666666.555769.peg.2261								
OG0008674															fig|6666666.555769.peg.2298								
OG0008675															fig|6666666.555769.peg.2399								
OG0008676															fig|6666666.555769.peg.2414								
OG0008677															fig|6666666.555769.peg.2426								
OG0008678															fig|6666666.555769.peg.2427								
OG0008679															fig|6666666.555769.peg.2434								
OG0008680															fig|6666666.555769.peg.2472								
OG0008681															fig|6666666.555769.peg.2520								
OG0008682															fig|6666666.555769.peg.2522								
OG0008683															fig|6666666.555769.peg.2523								
OG0008684															fig|6666666.555769.peg.2524								
OG0008685															fig|6666666.555769.peg.2526								
OG0008686															fig|6666666.555769.peg.2670								
OG0008687															fig|6666666.555769.peg.2698								
OG0008688															fig|6666666.555769.peg.2700								
OG0008689															fig|6666666.555769.peg.2704								
OG0008690															fig|6666666.555769.peg.2705								
OG0008691															fig|6666666.555769.peg.2706								
OG0008692															fig|6666666.555769.peg.2707								
OG0008693															fig|6666666.555769.peg.2708								
OG0008694															fig|6666666.555769.peg.2709								
OG0008695															fig|6666666.555769.peg.2712								
OG0008696															fig|6666666.555769.peg.2713								
OG0008697															fig|6666666.555769.peg.2715								
OG0008698															fig|6666666.555769.peg.2717								
OG0008699															fig|6666666.555769.peg.2718								
OG0008700															fig|6666666.555769.peg.2719								
OG0008701															fig|6666666.555769.peg.2722								
OG0008702															fig|6666666.555769.peg.2723								
OG0008703															fig|6666666.555769.peg.2724								
OG0008704															fig|6666666.555769.peg.2755								
OG0008705															fig|6666666.555769.peg.2929								
OG0008706															fig|6666666.555769.peg.2933								
OG0008707															fig|6666666.555769.peg.3297								
OG0008708															fig|6666666.555769.peg.3298								
OG0008709															fig|6666666.555769.peg.3299								
OG0008710															fig|6666666.555769.peg.3300								
OG0008711															fig|6666666.555769.peg.3302								
OG0008712															fig|6666666.555769.peg.3303								
OG0008713															fig|6666666.555769.peg.3352								
OG0008714															fig|6666666.555769.peg.3528								
OG0008715															fig|6666666.555769.peg.3543								
OG0008716															fig|6666666.555769.peg.3605								
OG0008717															fig|6666666.555769.peg.3725								
OG0008718															fig|6666666.555769.peg.3775								
OG0008719															fig|6666666.555769.peg.3786								
OG0008720															fig|6666666.555769.peg.3865								
OG0008721															fig|6666666.555769.peg.3878								
OG0008722															fig|6666666.555769.peg.3953								
OG0008723															fig|6666666.555769.peg.4126								
OG0008724															fig|6666666.555769.peg.4369								
OG0008725															fig|6666666.555769.peg.4380								
OG0008726															fig|6666666.555769.peg.4453								
OG0008727															fig|6666666.555769.peg.4458								
OG0008728															fig|6666666.555769.peg.4459								
OG0008729															fig|6666666.555769.peg.4495								
OG0008730																fig|6666666.654509.peg.236							
OG0008731																fig|6666666.654509.peg.237							
OG0008732																fig|6666666.654509.peg.307							
OG0008733																fig|6666666.654509.peg.917							
OG0008734																fig|6666666.654509.peg.936							
OG0008735																fig|6666666.654509.peg.1106							
OG0008736																fig|6666666.654509.peg.1547							
OG0008737																fig|6666666.654509.peg.1548							
OG0008738																fig|6666666.654509.peg.2632							
OG0008739																fig|6666666.654509.peg.2642							
OG0008740																fig|6666666.654509.peg.2645							
OG0008741																fig|6666666.654509.peg.3059							
OG0008742																fig|6666666.654509.peg.4261							
OG0008743																fig|6666666.654509.peg.4412							
OG0008744																	fig|6666666.713159.peg.236						
OG0008745																	fig|6666666.713159.peg.913						
OG0008746																	fig|6666666.713159.peg.924						
OG0008747																	fig|6666666.713159.peg.945						
OG0008748																	fig|6666666.713159.peg.946						
OG0008749																	fig|6666666.713159.peg.950						
OG0008750																	fig|6666666.713159.peg.958						
OG0008751																	fig|6666666.713159.peg.1146						
OG0008752																	fig|6666666.713159.peg.1156						
OG0008753																	fig|6666666.713159.peg.1571						
OG0008754																	fig|6666666.713159.peg.3567						
OG0008755																	fig|6666666.713159.peg.4248						
OG0008756																	fig|6666666.713159.peg.4408						
OG0008757																		fig|6666666.1469316.peg.1					
OG0008758																		fig|6666666.1469316.peg.849					
OG0008759																		fig|6666666.1469316.peg.1009					
OG0008760																		fig|6666666.1469316.peg.1038					
OG0008761																		fig|6666666.1469316.peg.1102					
OG0008762																		fig|6666666.1469316.peg.1107					
OG0008763																		fig|6666666.1469316.peg.1117					
OG0008764																		fig|6666666.1469316.peg.1120					
OG0008765																		fig|6666666.1469316.peg.1462					
OG0008766																		fig|6666666.1469316.peg.1489					
OG0008767																		fig|6666666.1469316.peg.1553					
OG0008768																		fig|6666666.1469316.peg.1555					
OG0008769																		fig|6666666.1469316.peg.1566					
OG0008770																		fig|6666666.1469316.peg.1569					
OG0008771																		fig|6666666.1469316.peg.1691					
OG0008772																		fig|6666666.1469316.peg.1732					
OG0008773																		fig|6666666.1469316.peg.1748					
OG0008774																		fig|6666666.1469316.peg.2093					
OG0008775																		fig|6666666.1469316.peg.2250					
OG0008776																		fig|6666666.1469316.peg.2251					
OG0008777																		fig|6666666.1469316.peg.2436					
OG0008778																		fig|6666666.1469316.peg.2437					
OG0008779																		fig|6666666.1469316.peg.2438					
OG0008780																		fig|6666666.1469316.peg.2440					
OG0008781																		fig|6666666.1469316.peg.2443					
OG0008782																		fig|6666666.1469316.peg.2464					
OG0008783																		fig|6666666.1469316.peg.2716					
OG0008784																		fig|6666666.1469316.peg.2914					
OG0008785																		fig|6666666.1469316.peg.2934					
OG0008786																		fig|6666666.1469316.peg.3813					
OG0008787																		fig|6666666.1469316.peg.4049					
OG0008788																		fig|6666666.1469316.peg.4974					
OG0008789																		fig|6666666.1469316.peg.5446					
OG0008790																		fig|6666666.1469316.peg.5511					
OG0008791																			fig|6666666.1469317.peg.320				
OG0008792																			fig|6666666.1469317.peg.478				
OG0008793																			fig|6666666.1469317.peg.565				
OG0008794																			fig|6666666.1469317.peg.988				
OG0008795																			fig|6666666.1469317.peg.1009				
OG0008796																			fig|6666666.1469317.peg.1238				
OG0008797																			fig|6666666.1469317.peg.1318				
OG0008798																			fig|6666666.1469317.peg.1319				
OG0008799																			fig|6666666.1469317.peg.1484				
OG0008800																			fig|6666666.1469317.peg.1499				
OG0008801																			fig|6666666.1469317.peg.1697				
OG0008802																			fig|6666666.1469317.peg.1745				
OG0008803																			fig|6666666.1469317.peg.1833				
OG0008804																			fig|6666666.1469317.peg.2216				
OG0008805																			fig|6666666.1469317.peg.2354				
OG0008806																			fig|6666666.1469317.peg.2468				
OG0008807																			fig|6666666.1469317.peg.2843				
OG0008808																			fig|6666666.1469317.peg.3027				
OG0008809																			fig|6666666.1469317.peg.3069				
OG0008810																			fig|6666666.1469317.peg.3385				
OG0008811																			fig|6666666.1469317.peg.3675				
OG0008812																			fig|6666666.1469317.peg.3709				
OG0008813																			fig|6666666.1469317.peg.3715				
OG0008814																			fig|6666666.1469317.peg.3744				
OG0008815																			fig|6666666.1469317.peg.4076				
OG0008816																			fig|6666666.1469317.peg.4159				
OG0008817																			fig|6666666.1469317.peg.4228				
OG0008818																			fig|6666666.1469317.peg.5255				
OG0008819																			fig|6666666.1469317.peg.5257				
OG0008820																			fig|6666666.1469317.peg.5258				
OG0008821																			fig|6666666.1469317.peg.5259				
OG0008822																			fig|6666666.1469317.peg.5261				
OG0008823																			fig|6666666.1469317.peg.5262				
OG0008824																			fig|6666666.1469317.peg.5263				
OG0008825																			fig|6666666.1469317.peg.5264				
OG0008826																			fig|6666666.1469317.peg.5265				
OG0008827																			fig|6666666.1469317.peg.5266				
OG0008828																			fig|6666666.1469317.peg.5267				
OG0008829																			fig|6666666.1469317.peg.5271				
OG0008830																			fig|6666666.1469317.peg.5274				
OG0008831																			fig|6666666.1469317.peg.5275				
OG0008832																			fig|6666666.1469317.peg.5276				
OG0008833																			fig|6666666.1469317.peg.5283				
OG0008834																			fig|6666666.1469317.peg.5285				
OG0008835																			fig|6666666.1469317.peg.5286				
OG0008836																			fig|6666666.1469317.peg.5288				
OG0008837																			fig|6666666.1469317.peg.5289				
OG0008838																			fig|6666666.1469317.peg.5290				
OG0008839																			fig|6666666.1469317.peg.5299				
OG0008840																			fig|6666666.1469317.peg.5302				
OG0008841																			fig|6666666.1469317.peg.5303				
OG0008842																			fig|6666666.1469317.peg.5571				
OG0008843																				fig|6666666.713146.peg.261			
OG0008844																				fig|6666666.713146.peg.333			
OG0008845																				fig|6666666.713146.peg.359			
OG0008846																				fig|6666666.713146.peg.410			
OG0008847																				fig|6666666.713146.peg.413			
OG0008848																				fig|6666666.713146.peg.418			
OG0008849																				fig|6666666.713146.peg.430			
OG0008850																				fig|6666666.713146.peg.438			
OG0008851																				fig|6666666.713146.peg.470			
OG0008852																				fig|6666666.713146.peg.485			
OG0008853																				fig|6666666.713146.peg.534			
OG0008854																				fig|6666666.713146.peg.541			
OG0008855																				fig|6666666.713146.peg.562			
OG0008856																				fig|6666666.713146.peg.624			
OG0008857																				fig|6666666.713146.peg.635			
OG0008858																				fig|6666666.713146.peg.637			
OG0008859																				fig|6666666.713146.peg.648			
OG0008860																				fig|6666666.713146.peg.690			
OG0008861																				fig|6666666.713146.peg.695			
OG0008862																				fig|6666666.713146.peg.732			
OG0008863																				fig|6666666.713146.peg.748			
OG0008864																				fig|6666666.713146.peg.749			
OG0008865																				fig|6666666.713146.peg.783			
OG0008866																				fig|6666666.713146.peg.795			
OG0008867																				fig|6666666.713146.peg.804			
OG0008868																				fig|6666666.713146.peg.827			
OG0008869																				fig|6666666.713146.peg.828			
OG0008870																				fig|6666666.713146.peg.829			
OG0008871																				fig|6666666.713146.peg.873			
OG0008872																				fig|6666666.713146.peg.882			
OG0008873																				fig|6666666.713146.peg.918			
OG0008874																				fig|6666666.713146.peg.969			
OG0008875																				fig|6666666.713146.peg.983			
OG0008876																				fig|6666666.713146.peg.1000			
OG0008877																				fig|6666666.713146.peg.1024			
OG0008878																				fig|6666666.713146.peg.1044			
OG0008879																				fig|6666666.713146.peg.1057			
OG0008880																				fig|6666666.713146.peg.1077			
OG0008881																				fig|6666666.713146.peg.1183			
OG0008882																				fig|6666666.713146.peg.1193			
OG0008883																				fig|6666666.713146.peg.1194			
OG0008884																				fig|6666666.713146.peg.1222			
OG0008885																				fig|6666666.713146.peg.1289			
OG0008886																				fig|6666666.713146.peg.1377			
OG0008887																				fig|6666666.713146.peg.1391			
OG0008888																				fig|6666666.713146.peg.1578			
OG0008889																				fig|6666666.713146.peg.1850			
OG0008890																				fig|6666666.713146.peg.1875			
OG0008891																				fig|6666666.713146.peg.1901			
OG0008892																				fig|6666666.713146.peg.1906			
OG0008893																				fig|6666666.713146.peg.1907			
OG0008894																				fig|6666666.713146.peg.1908			
OG0008895																				fig|6666666.713146.peg.1911			
OG0008896																				fig|6666666.713146.peg.1912			
OG0008897																				fig|6666666.713146.peg.1913			
OG0008898																				fig|6666666.713146.peg.1915			
OG0008899																				fig|6666666.713146.peg.1917			
OG0008900																				fig|6666666.713146.peg.1919			
OG0008901																				fig|6666666.713146.peg.1920			
OG0008902																				fig|6666666.713146.peg.1922			
OG0008903																				fig|6666666.713146.peg.1923			
OG0008904																				fig|6666666.713146.peg.1924			
OG0008905																				fig|6666666.713146.peg.1929			
OG0008906																				fig|6666666.713146.peg.1930			
OG0008907																				fig|6666666.713146.peg.1931			
OG0008908																				fig|6666666.713146.peg.1932			
OG0008909																				fig|6666666.713146.peg.1933			
OG0008910																				fig|6666666.713146.peg.1934			
OG0008911																				fig|6666666.713146.peg.1935			
OG0008912																				fig|6666666.713146.peg.1936			
OG0008913																				fig|6666666.713146.peg.1937			
OG0008914																				fig|6666666.713146.peg.1938			
OG0008915																				fig|6666666.713146.peg.1939			
OG0008916																				fig|6666666.713146.peg.1940			
OG0008917																				fig|6666666.713146.peg.1941			
OG0008918																				fig|6666666.713146.peg.1942			
OG0008919																				fig|6666666.713146.peg.1943			
OG0008920																				fig|6666666.713146.peg.1944			
OG0008921																				fig|6666666.713146.peg.1945			
OG0008922																				fig|6666666.713146.peg.1946			
OG0008923																				fig|6666666.713146.peg.1947			
OG0008924																				fig|6666666.713146.peg.1948			
OG0008925																				fig|6666666.713146.peg.1950			
OG0008926																				fig|6666666.713146.peg.1951			
OG0008927																				fig|6666666.713146.peg.1952			
OG0008928																				fig|6666666.713146.peg.1953			
OG0008929																				fig|6666666.713146.peg.1955			
OG0008930																				fig|6666666.713146.peg.1956			
OG0008931																				fig|6666666.713146.peg.1959			
OG0008932																				fig|6666666.713146.peg.1966			
OG0008933																				fig|6666666.713146.peg.2007			
OG0008934																				fig|6666666.713146.peg.2021			
OG0008935																				fig|6666666.713146.peg.2024			
OG0008936																				fig|6666666.713146.peg.2043			
OG0008937																				fig|6666666.713146.peg.2054			
OG0008938																				fig|6666666.713146.peg.2059			
OG0008939																				fig|6666666.713146.peg.2088			
OG0008940																				fig|6666666.713146.peg.2109			
OG0008941																				fig|6666666.713146.peg.2142			
OG0008942																				fig|6666666.713146.peg.2303			
OG0008943																				fig|6666666.713146.peg.2345			
OG0008944																				fig|6666666.713146.peg.2358			
OG0008945																				fig|6666666.713146.peg.2364			
OG0008946																				fig|6666666.713146.peg.2503			
OG0008947																				fig|6666666.713146.peg.2553			
OG0008948																				fig|6666666.713146.peg.2621			
OG0008949																				fig|6666666.713146.peg.2665			
OG0008950																				fig|6666666.713146.peg.2769			
OG0008951																				fig|6666666.713146.peg.2799			
OG0008952																				fig|6666666.713146.peg.2899			
OG0008953																				fig|6666666.713146.peg.2924			
OG0008954																				fig|6666666.713146.peg.3203			
OG0008955																				fig|6666666.713146.peg.3222			
OG0008956																				fig|6666666.713146.peg.3258			
OG0008957																				fig|6666666.713146.peg.3337			
OG0008958																				fig|6666666.713146.peg.3371			
OG0008959																				fig|6666666.713146.peg.3422			
OG0008960																				fig|6666666.713146.peg.3429			
OG0008961																				fig|6666666.713146.peg.3431			
OG0008962																				fig|6666666.713146.peg.3487			
OG0008963																				fig|6666666.713146.peg.3612			
OG0008964																				fig|6666666.713146.peg.3655			
OG0008965																				fig|6666666.713146.peg.3657			
OG0008966																				fig|6666666.713146.peg.3738			
OG0008967																				fig|6666666.713146.peg.3776			
OG0008968																				fig|6666666.713146.peg.3808			
OG0008969																				fig|6666666.713146.peg.3841			
OG0008970																				fig|6666666.713146.peg.3881			
OG0008971																				fig|6666666.713146.peg.3985			
OG0008972																				fig|6666666.713146.peg.4008			
OG0008973																				fig|6666666.713146.peg.4063			
OG0008974																				fig|6666666.713146.peg.4153			
OG0008975																				fig|6666666.713146.peg.4281			
OG0008976																				fig|6666666.713146.peg.4322			
OG0008977																				fig|6666666.713146.peg.4434			
OG0008978																				fig|6666666.713146.peg.4466			
OG0008979																				fig|6666666.713146.peg.4564			
OG0008980																				fig|6666666.713146.peg.4581			
OG0008981																				fig|6666666.713146.peg.4582			
OG0008982																				fig|6666666.713146.peg.4586			
OG0008983																				fig|6666666.713146.peg.4602			
OG0008984																				fig|6666666.713146.peg.4619			
OG0008985																				fig|6666666.713146.peg.4645			
OG0008986																				fig|6666666.713146.peg.4769			
OG0008987																				fig|6666666.713146.peg.4798			
OG0008988																				fig|6666666.713146.peg.4860			
OG0008989																				fig|6666666.713146.peg.4872			
OG0008990																				fig|6666666.713146.peg.4884			
OG0008991																				fig|6666666.713146.peg.4932			
OG0008992																				fig|6666666.713146.peg.4951			
OG0008993																				fig|6666666.713146.peg.4999			
OG0008994																					fig|6666666.871113.peg.1		
OG0008995																					fig|6666666.871113.peg.2		
OG0008996																					fig|6666666.871113.peg.6		
OG0008997																					fig|6666666.871113.peg.7		
OG0008998																					fig|6666666.871113.peg.9		
OG0008999																					fig|6666666.871113.peg.16		
OG0009000																					fig|6666666.871113.peg.20		
OG0009001																					fig|6666666.871113.peg.27		
OG0009002																					fig|6666666.871113.peg.28		
OG0009003																					fig|6666666.871113.peg.35		
OG0009004																					fig|6666666.871113.peg.38		
OG0009005																					fig|6666666.871113.peg.60		
OG0009006																					fig|6666666.871113.peg.84		
OG0009007																					fig|6666666.871113.peg.87		
OG0009008																					fig|6666666.871113.peg.89		
OG0009009																					fig|6666666.871113.peg.100		
OG0009010																					fig|6666666.871113.peg.123		
OG0009011																					fig|6666666.871113.peg.126		
OG0009012																					fig|6666666.871113.peg.140		
OG0009013																					fig|6666666.871113.peg.158		
OG0009014																					fig|6666666.871113.peg.159		
OG0009015																					fig|6666666.871113.peg.168		
OG0009016																					fig|6666666.871113.peg.176		
OG0009017																					fig|6666666.871113.peg.180		
OG0009018																					fig|6666666.871113.peg.181		
OG0009019																					fig|6666666.871113.peg.190		
OG0009020																					fig|6666666.871113.peg.198		
OG0009021																					fig|6666666.871113.peg.207		
OG0009022																					fig|6666666.871113.peg.208		
OG0009023																					fig|6666666.871113.peg.218		
OG0009024																					fig|6666666.871113.peg.234		
OG0009025																					fig|6666666.871113.peg.261		
OG0009026																					fig|6666666.871113.peg.267		
OG0009027																					fig|6666666.871113.peg.268		
OG0009028																					fig|6666666.871113.peg.269		
OG0009029																					fig|6666666.871113.peg.270		
OG0009030																					fig|6666666.871113.peg.271		
OG0009031																					fig|6666666.871113.peg.272		
OG0009032																					fig|6666666.871113.peg.274		
OG0009033																					fig|6666666.871113.peg.276		
OG0009034																					fig|6666666.871113.peg.286		
OG0009035																					fig|6666666.871113.peg.296		
OG0009036																					fig|6666666.871113.peg.299		
OG0009037																					fig|6666666.871113.peg.315		
OG0009038																					fig|6666666.871113.peg.317		
OG0009039																					fig|6666666.871113.peg.337		
OG0009040																					fig|6666666.871113.peg.341		
OG0009041																					fig|6666666.871113.peg.345		
OG0009042																					fig|6666666.871113.peg.351		
OG0009043																					fig|6666666.871113.peg.360		
OG0009044																					fig|6666666.871113.peg.366		
OG0009045																					fig|6666666.871113.peg.367		
OG0009046																					fig|6666666.871113.peg.376		
OG0009047																					fig|6666666.871113.peg.397		
OG0009048																					fig|6666666.871113.peg.405		
OG0009049																					fig|6666666.871113.peg.420		
OG0009050																					fig|6666666.871113.peg.421		
OG0009051																					fig|6666666.871113.peg.467		
OG0009052																					fig|6666666.871113.peg.479		
OG0009053																					fig|6666666.871113.peg.482		
OG0009054																					fig|6666666.871113.peg.529		
OG0009055																					fig|6666666.871113.peg.539		
OG0009056																					fig|6666666.871113.peg.545		
OG0009057																					fig|6666666.871113.peg.554		
OG0009058																					fig|6666666.871113.peg.555		
OG0009059																					fig|6666666.871113.peg.557		
OG0009060																					fig|6666666.871113.peg.560		
OG0009061																					fig|6666666.871113.peg.568		
OG0009062																					fig|6666666.871113.peg.577		
OG0009063																					fig|6666666.871113.peg.580		
OG0009064																					fig|6666666.871113.peg.585		
OG0009065																					fig|6666666.871113.peg.601		
OG0009066																					fig|6666666.871113.peg.606		
OG0009067																					fig|6666666.871113.peg.607		
OG0009068																					fig|6666666.871113.peg.608		
OG0009069																					fig|6666666.871113.peg.609		
OG0009070																					fig|6666666.871113.peg.610		
OG0009071																					fig|6666666.871113.peg.622		
OG0009072																					fig|6666666.871113.peg.635		
OG0009073																					fig|6666666.871113.peg.636		
OG0009074																					fig|6666666.871113.peg.637		
OG0009075																					fig|6666666.871113.peg.638		
OG0009076																					fig|6666666.871113.peg.639		
OG0009077																					fig|6666666.871113.peg.640		
OG0009078																					fig|6666666.871113.peg.641		
OG0009079																					fig|6666666.871113.peg.642		
OG0009080																					fig|6666666.871113.peg.643		
OG0009081																					fig|6666666.871113.peg.647		
OG0009082																					fig|6666666.871113.peg.660		
OG0009083																					fig|6666666.871113.peg.664		
OG0009084																					fig|6666666.871113.peg.665		
OG0009085																					fig|6666666.871113.peg.672		
OG0009086																					fig|6666666.871113.peg.673		
OG0009087																					fig|6666666.871113.peg.677		
OG0009088																					fig|6666666.871113.peg.691		
OG0009089																					fig|6666666.871113.peg.702		
OG0009090																					fig|6666666.871113.peg.713		
OG0009091																					fig|6666666.871113.peg.742		
OG0009092																					fig|6666666.871113.peg.743		
OG0009093																					fig|6666666.871113.peg.745		
OG0009094																					fig|6666666.871113.peg.750		
OG0009095																					fig|6666666.871113.peg.755		
OG0009096																					fig|6666666.871113.peg.756		
OG0009097																					fig|6666666.871113.peg.757		
